-7.0	-6.0	-6.065306597157322
-7.0	-5.0	-6.703200460609448
-7.0	-4.0	-6.065306598818232
-7.0	-3.0	-4.493289650433576
-7.0	-2.0	-2.7253179718466627
-7.0	-1.0	-1.3533529846659245
-7.0	0.0	-0.5502326580979492
-7.0	1.0	-0.183157514239089
-7.0	2.0	-0.049918205249229936
-7.0	3.0	-0.011141487777827917
-7.0	4.0	-0.0020397271667321206
-7.0	5.0	-0.00030989873377673086
-7.0	6.0	-4.231000834646559e-05
-7.0	7.0	-7.47259875977052e-06
-7.0	8.0	-2.5728742572220654e-06
-7.0	9.0	-1.1459632834169768e-06
-7.0	10.0	-4.586679900379561e-07
-6.0	-10.0	-0.7427357821433482
-6.0	-9.0	-1.8268352405275177
-6.0	-8.0	-3.678794411716967
-6.0	-7.0	-6.065306597157322
-6.0	-6.0	-8.187307531088901
-6.0	-5.0	-9.04837418288361
-6.0	-4.0	-8.187307547655118
-6.0	-3.0	-6.06530668950083
-6.0	-2.0	-3.678794825708195
-6.0	-1.0	-1.8268367595933142
-6.0	0.0	-0.7427403456697067
-6.0	1.0	-0.24724648916704622
-6.0	2.0	-0.06740207328492448
-6.0	3.0	-0.01507165846149651
-6.0	4.0	-0.00279684025579254
-6.0	5.0	-0.0004663906846695087
-6.0	6.0	-0.00010060911214222897
-6.0	7.0	-4.231000834646559e-05
-6.0	8.0	-2.301728784168906e-05
-6.0	9.0	-1.12522863160536e-05
-6.0	10.0	-4.5650572604518735e-06
-5.0	-10.0	-0.8208499862390648
-5.0	-9.0	-2.0189651799479496
-5.0	-8.0	-4.065696597426763
-5.0	-7.0	-6.703200460609448
-5.0	-6.0	-9.04837418288361
-5.0	-5.0	-10.000000020611536
-5.0	-4.0	-9.04837431816615
-5.0	-3.0	-6.703201214702228
-5.0	-2.0	-4.065699978149476
-5.0	-1.0	-2.0189775848973532
-5.0	0.0	-0.8208872527707087
-5.0	1.0	-0.27332888535028804
-5.0	2.0	-0.07465041304920118
-5.0	3.0	-0.016919897561823376
-5.0	4.0	-0.0034461869330416747
-5.0	5.0	-0.0009079985952496971
-5.0	6.0	-0.0004663906846695087
-5.0	7.0	-0.00030989873377673086
-5.0	8.0	-0.00018503987383475018
-5.0	9.0	-9.169162616127203e-05
-5.0	10.0	-3.726822361870933e-05
-4.0	-10.0	-0.7427357821438524
-4.0	-9.0	-1.8268352405366801
-4.0	-8.0	-3.678794411853303
-4.0	-7.0	-6.065306598818232
-4.0	-6.0	-8.187307547655118
-4.0	-5.0	-9.04837431816615
-4.0	-4.0	-8.187308452139902
-4.0	-3.0	-6.0653116406029595
-4.0	-2.0	-3.678817015008493
-4.0	-1.0	-1.8269181787189543
-4.0	0.0	-0.7429849422406538
-4.0	1.0	-0.2478480996539261
-4.0	2.0	-0.06861356803172147
-4.0	3.0	-0.017069075619882166
-4.0	4.0	-0.005493071399442851
-4.0	5.0	-0.0034461869330416747
-4.0	6.0	-0.00279684025579254
-4.0	7.0	-0.0020397271667321206
-4.0	8.0	-0.001234512034638674
-4.0	9.0	-0.0006128627731959315
-4.0	10.0	-0.0002491616282075799
-3.0	-10.0	-0.5502322005668835
-3.0	-9.0	-1.353352832417218
-3.0	-8.0	-2.7253179311003444
-3.0	-7.0	-4.493289650433576
-3.0	-6.0	-6.06530668950083
-3.0	-5.0	-6.703201214702228
-3.0	-4.0	-6.0653116406029595
-3.0	-3.0	-4.493317248897936
-3.0	-2.0	-2.7254416595827435
-3.0	-1.0	-1.353806831663752
-3.0	0.0	-0.5515960898288924
-3.0	1.0	-0.1865110151663669
-3.0	2.0	-0.05667132682104061
-3.0	3.0	-0.022275502956896065
-3.0	4.0	-0.017069075619882166
-3.0	5.0	-0.016919897561823376
-3.0	6.0	-0.01507165846149651
-3.0	7.0	-0.011141487777827917
-3.0	8.0	-0.0067556944460679
-3.0	9.0	-0.0033546468905613427
-3.0	10.0	-0.0013638903989332074
-2.0	-10.0	-0.33373269961585966
-2.0	-9.0	-0.8208499864679615
-2.0	-8.0	-1.6529888856229293
-2.0	-7.0	-2.7253179718466627
-2.0	-6.0	-3.678794825708195
-2.0	-5.0	-4.065699978149476
-2.0	-4.0	-3.678817015008493
-2.0	-3.0	-2.7254416595827435
-2.0	-2.0	-1.6535433982101873
-2.0	-1.0	-0.8228846699290944
-2.0	0.0	-0.3398452272145565
-2.0	1.0	-0.1261243573121988
-2.0	2.0	-0.060551094907516305
-2.0	3.0	-0.05667132682104061
-2.0	4.0	-0.06861356803172147
-2.0	5.0	-0.07465041304920118
-2.0	6.0	-0.06740207328492448
-2.0	7.0	-0.049918205249229936
-2.0	8.0	-0.030275733473150823
-2.0	9.0	-0.015034404431304388
-2.0	10.0	-0.006112528299170085
-1.0	-10.0	-0.1657267540638415
-1.0	-9.0	-0.4076220406238338
-1.0	-8.0	-0.8208499987405167
-1.0	-7.0	-1.3533529846659245
-1.0	-6.0	-1.8268367595933142
-1.0	-5.0	-2.0189775848973532
-1.0	-4.0	-1.8269181787189543
-1.0	-3.0	-1.353806831663752
-1.0	-2.0	-0.8228846699290944
-1.0	-1.0	-0.41508789786742895
-1.0	0.0	-0.18815543121247058
-1.0	1.0	-0.11033128841521543
-1.0	2.0	-0.1261243573121988
-1.0	3.0	-0.1865110151663669
-1.0	4.0	-0.2478480996539261
-1.0	5.0	-0.27332888535028804
-1.0	6.0	-0.24724648916704622
-1.0	7.0	-0.183157514239089
-1.0	8.0	-0.11109005775691969
-1.0	9.0	-0.05516565041568312
-1.0	10.0	-0.022428677536446333
0.0	-10.0	-0.06737947012973411
0.0	-9.0	-0.16572675654162766
0.0	-8.0	-0.33373273715992846
0.0	-7.0	-0.5502326580979492
0.0	-6.0	-0.7427403456697067
0.0	-5.0	-0.8208872527707087
0.0	-4.0	-0.7429849422406538
0.0	-3.0	-0.5515960898288924
0.0	-2.0	-0.3398452272145565
0.0	-1.0	-0.18815543121247058
0.0	0.0	-0.13475893998170935
0.0	1.0	-0.18815543121247058
0.0	2.0	-0.3398452272145565
0.0	3.0	-0.5515960898288924
0.0	4.0	-0.7429849422406538
0.0	5.0	-0.8208872527707087
0.0	6.0	-0.7427403456697067
0.0	7.0	-0.5502326580979492
0.0	8.0	-0.33373273715992846
0.0	9.0	-0.16572675654162766
0.0	10.0	-0.06737947012973411
1.0	-10.0	-0.022428677536446333
1.0	-9.0	-0.05516565041568312
1.0	-8.0	-0.11109005775691969
1.0	-7.0	-0.183157514239089
1.0	-6.0	-0.24724648916704622
1.0	-5.0	-0.27332888535028804
1.0	-4.0	-0.2478480996539261
1.0	-3.0	-0.1865110151663669
1.0	-2.0	-0.1261243573121988
1.0	-1.0	-0.11033128841521543
1.0	0.0	-0.18815543121247058
1.0	1.0	-0.41508789786742895
1.0	2.0	-0.8228846699290944
1.0	3.0	-1.353806831663752
1.0	4.0	-1.8269181787189543
1.0	5.0	-2.0189775848973532
1.0	6.0	-1.8268367595933142
1.0	7.0	-1.3533529846659245
1.0	8.0	-0.8208499987405167
1.0	9.0	-0.4076220406238338
1.0	10.0	-0.1657267540638415
2.0	-10.0	-0.006112528299170085
2.0	-9.0	-0.015034404431304388
2.0	-8.0	-0.030275733473150823
2.0	-7.0	-0.049918205249229936
2.0	-6.0	-0.06740207328492448
2.0	-5.0	-0.07465041304920118
2.0	-4.0	-0.06861356803172147
2.0	-3.0	-0.05667132682104061
2.0	-2.0	-0.060551094907516305
2.0	-1.0	-0.1261243573121988
2.0	0.0	-0.3398452272145565
2.0	1.0	-0.8228846699290944
2.0	2.0	-1.6535433982101873
2.0	3.0	-2.7254416595827435
2.0	4.0	-3.678817015008493
2.0	5.0	-4.065699978149476
2.0	6.0	-3.678794825708195
2.0	7.0	-2.7253179718466627
2.0	8.0	-1.6529888856229293
2.0	9.0	-0.8208499864679615
2.0	10.0	-0.33373269961585966
3.0	-10.0	-0.0013638903989332074
3.0	-9.0	-0.0033546468905613427
3.0	-8.0	-0.0067556944460679
3.0	-7.0	-0.011141487777827917
3.0	-6.0	-0.01507165846149651
3.0	-5.0	-0.016919897561823376
3.0	-4.0	-0.017069075619882166
3.0	-3.0	-0.022275502956896065
3.0	-2.0	-0.05667132682104061
3.0	-1.0	-0.1865110151663669
3.0	0.0	-0.5515960898288924
3.0	1.0	-1.353806831663752
3.0	2.0	-2.7254416595827435
3.0	3.0	-4.493317248897936
3.0	4.0	-6.0653116406029595
3.0	5.0	-6.703201214702228
3.0	6.0	-6.06530668950083
3.0	7.0	-4.493289650433576
3.0	8.0	-2.7253179311003444
3.0	9.0	-1.353352832417218
3.0	10.0	-0.5502322005668835
4.0	-10.0	-0.0002491616282075799
4.0	-9.0	-0.0006128627731959315
4.0	-8.0	-0.001234512034638674
4.0	-7.0	-0.0020397271667321206
4.0	-6.0	-0.00279684025579254
4.0	-5.0	-0.0034461869330416747
4.0	-4.0	-0.005493071399442851
4.0	-3.0	-0.017069075619882166
4.0	-2.0	-0.06861356803172147
4.0	-1.0	-0.2478480996539261
4.0	0.0	-0.7429849422406538
4.0	1.0	-1.8269181787189543
4.0	2.0	-3.678817015008493
4.0	3.0	-6.0653116406029595
4.0	4.0	-8.187308452139902
4.0	5.0	-9.04837431816615
4.0	6.0	-8.187307547655118
4.0	7.0	-6.065306598818232
4.0	8.0	-3.678794411853303
4.0	9.0	-1.8268352405366801
4.0	10.0	-0.7427357821438524
5.0	-10.0	-3.726822361870933e-05
5.0	-9.0	-9.169162616127203e-05
5.0	-8.0	-0.00018503987383475018
5.0	-7.0	-0.00030989873377673086
5.0	-6.0	-0.0004663906846695087
5.0	-5.0	-0.0009079985952496971
5.0	-4.0	-0.0034461869330416747
5.0	-3.0	-0.016919897561823376
5.0	-2.0	-0.07465041304920118
5.0	-1.0	-0.27332888535028804
5.0	0.0	-0.8208872527707087
5.0	1.0	-2.0189775848973532
5.0	2.0	-4.065699978149476
5.0	3.0	-6.703201214702228
5.0	4.0	-9.04837431816615
5.0	5.0	-10.000000020611536
5.0	6.0	-9.04837418288361
5.0	7.0	-6.703200460609448
5.0	8.0	-4.065696597426763
5.0	9.0	-2.0189651799479496
5.0	10.0	-0.8208499862390648
6.0	-10.0	-4.5650572604518735e-06
6.0	-9.0	-1.12522863160536e-05
6.0	-8.0	-2.301728784168906e-05
6.0	-7.0	-4.231000834646559e-05
6.0	-6.0	-0.00010060911214222897
6.0	-5.0	-0.0004663906846695087
6.0	-4.0	-0.00279684025579254
6.0	-3.0	-0.01507165846149651
6.0	-2.0	-0.06740207328492448
6.0	-1.0	-0.24724648916704622
6.0	0.0	-0.7427403456697067
6.0	1.0	-1.8268367595933142
6.0	2.0	-3.678794825708195
6.0	3.0	-6.06530668950083
6.0	4.0	-8.187307547655118
6.0	5.0	-9.04837418288361
6.0	6.0	-8.187307531088901
6.0	7.0	-6.065306597157322
6.0	8.0	-3.678794411716967
6.0	9.0	-1.8268352405275177
6.0	10.0	-0.7427357821433482
7.0	-10.0	-4.586679900379561e-07
7.0	-9.0	-1.1459632834169768e-06
7.0	-8.0	-2.5728742572220654e-06
7.0	-7.0	-7.47259875977052e-06
7.0	-6.0	-4.231000834646559e-05
7.0	-5.0	-0.00030989873377673086
7.0	-4.0	-0.0020397271667321206
7.0	-3.0	-0.011141487777827917
7.0	-2.0	-0.049918205249229936
7.0	-1.0	-0.183157514239089
7.0	0.0	-0.5502326580979492
7.0	1.0	-1.3533529846659245
7.0	2.0	-2.7253179718466627
7.0	3.0	-4.493289650433576
7.0	4.0	-6.065306598818232
7.0	5.0	-6.703200460609448
7.0	6.0	-6.065306597157322
7.0	7.0	-4.4932896411753225
7.0	8.0	-2.7253179303403807
7.0	9.0	-1.3533528323661441
7.0	10.0	-0.5502322005640732
8.0	-10.0	-3.8244542022096485e-08
8.0	-9.0	-1.0487602528357337e-07
8.0	-8.0	-3.7203878533831023e-07
8.0	-7.0	-2.5728742572220654e-06
8.0	-6.0	-2.301728784168906e-05
8.0	-5.0	-0.00018503987383475018
8.0	-4.0	-0.001234512034638674
8.0	-3.0	-0.0067556944460679
8.0	-2.0	-0.030275733473150823
8.0	-1.0	-0.11109005775691969
8.0	0.0	-0.33373273715992846
8.0	1.0	-0.8208499987405167
8.0	2.0	-1.6529888856229293
8.0	3.0	-2.7253179311003444
8.0	4.0	-3.678794411853303
8.0	5.0	-4.065696597426763
8.0	6.0	-3.678794411716967
8.0	7.0	-2.7253179303403807
8.0	8.0	-1.6529888822158862
8.0	9.0	-0.8208499862389894
8.0	10.0	-0.33373269960326085
9.0	-10.0	-2.865603406223592e-09
9.0	-9.0	-1.2416150818807248e-08
9.0	-8.0	-1.0487602528357337e-07
9.0	-7.0	-1.1459632834169768e-06
9.0	-6.0	-1.12522863160536e-05
9.0	-5.0	-9.169162616127203e-05
9.0	-4.0	-0.0006128627731959315
9.0	-3.0	-0.0033546468905613427
9.0	-2.0	-0.015034404431304388
9.0	-1.0	-0.05516565041568312
9.0	0.0	-0.16572675654162766
9.0	1.0	-0.4076220406238338
9.0	2.0	-0.8208499864679615
9.0	3.0	-1.353352832417218
9.0	4.0	-1.8268352405366801
9.0	5.0	-2.0189651799479496
9.0	6.0	-1.8268352405275177
9.0	7.0	-1.3533528323661441
9.0	8.0	-0.8208499862389894
9.0	9.0	-0.40762203978366224
9.0	10.0	-0.16572675401761255
10.0	-10.0	-2.7775887729928043e-10
10.0	-9.0	-2.865603406223592e-09
10.0	-8.0	-3.8244542022096485e-08
10.0	-7.0	-4.586679900379561e-07
10.0	-6.0	-4.5650572604518735e-06
10.0	-5.0	-3.726822361870933e-05
10.0	-4.0	-0.0002491616282075799
10.0	-3.0	-0.0013638903989332074
10.0	-2.0	-0.006112528299170085
10.0	-1.0	-0.022428677536446333
10.0	0.0	-0.06737947012973411
10.0	1.0	-0.1657267540638415
10.0	2.0	-0.33373269961585966
10.0	3.0	-0.5502322005668835
10.0	4.0	-0.7427357821438524
10.0	5.0	-0.8208499862390648
10.0	6.0	-0.7427357821433482
10.0	7.0	-0.5502322005640732
10.0	8.0	-0.33373269960326085
10.0	9.0	-0.16572675401761255
10.0	10.0	-0.06737946999085467
